,id,name,win_count,second_place_count,third_place_count,unplaced_count,grade_race_count,grade_race_win,stakes_race_count,stakes_race_win,general_race_count,general_race_win,turf_race_count,turf_race_win,dart_race_count,dart_race_win,win_ratio,in_second_place_ratio,in_third_place_ratio,prize
814,o_0ERVNTTE10d,長谷川成利,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
815,o_8EVRlXTE10d,新井浩明,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
816,o_4ERVNTTEFUe,海谷幸司,0,0,0,11,0,0,0,0,11,0,5,0,4,0,0.0,0.0,0.0,0.0
817,o_0ERNJTTE1ke,柳内正基,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0.0,0.0,0.0,0.0
818,o_4ERBBTTE1ke,國枝久美子,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
819,o_4ERJlXTE1ke,小林祐介,0,0,0,5,0,0,1,0,4,0,3,0,2,0,0.0,0.0,0.0,0.0
820,o_0kaRBTTEFEN,坂田行夫,0,0,0,12,0,0,2,0,10,0,4,0,8,0,0.0,0.0,0.0,0.0
821,o_4keBdXTE1ke,稲垣隆治,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
822,o_4EVNdXTE1ke,星野隆男,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
823,o_0ERNBjT6F0d,ちきり組合,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
824,o_0EVFdXTE10d,近藤克麿,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
825,o_4keRRTTE1ke,谷賢臣,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
826,o_4kaZlXTEF0M,加藤晃央,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
827,o_0kaFJTTEFUM,内田滋三,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
828,o_0ERFBTTE1Ee,松田正一,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
829,o_8ERrRTTEFUM,大原詔宏,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
830,o_0kejBTTEFUN,大石秀夫,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
831,o_0ERFNTTEFUN,古川嘉治,0,0,0,5,0,0,3,0,2,0,2,0,3,0,0.0,0.0,0.0,0.0
832,o_4ERRdXTE10d,高嶋航,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
833,o_8EVJhXTE1ke,松浦快之,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
834,o_0kaZdXTEF0M,重松國建,0,0,0,5,0,0,4,0,1,0,1,0,4,0,0.0,0.0,0.0,0.0
835,o_0ERVd3TEFke,ＭＭＣ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
836,o_8EVjpXTEFkM,鹽田久義,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
837,o_4ERZNTTEFEM,澤村敏雄,0,0,0,5,1,0,0,0,4,0,4,0,1,0,0.0,0.0,0.0,0.0
838,o_8EVZJTTE10d,高橋大,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
839,o_4EVnJTTEFkM,谷口屯,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0
840,o_0EVFVTTEF0M,中島稔,0,0,0,38,0,0,5,0,33,0,4,0,31,0,0.0,0.0,0.0,0.0
841,o_4keFNzTEF0d,富士開発,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
842,o_0ERrhXTE1Ee,土橋正雄,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0
843,o_8EVNlXTEFkM,華山龍一,0,0,0,6,0,0,0,0,6,0,1,0,5,0,0.0,0.0,0.0,0.0
844,o_4ERBJzTEF0d,杵臼斉藤牧場,0,0,0,3,0,0,1,0,2,0,1,0,2,0,0.0,0.0,0.0,0.0
845,o_4ERndXTE1ke,鶴見芳子,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
846,o_0kajFTTE1ke,西浩明,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
847,o_8EVRJTTE10d,大久保和夫,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
848,o_8ERFNTTE1ke,和田志保,0,0,0,4,0,0,0,0,4,0,2,0,2,0,0.0,0.0,0.0,0.0
849,o_4kejdXTEFkM,西城公雄,0,0,0,11,0,0,2,0,9,0,2,0,9,0,0.0,0.0,0.0,0.0
850,o_4EVJdXTE10d,大戸志浦,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
851,o_0ERVd3TEFke,ＭＭＣ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
852,o_4ERnVTTEFUe,小沼博,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
853,o_0ERrhXTE1Ee,土橋正雄,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0
854,o_8EVjVTTEF0M,馬目卓,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
855,o_8EVjdXTE10d,古賀禎彦,0,0,0,5,0,0,1,0,4,0,3,0,2,0,0.0,0.0,0.0,0.0
856,o_0keZRTTE1ke,片山浄見,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
857,o_4ERJdXTEFkM,陣内孝則,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
858,o_0ERJhXTEF0M,下河邉美智子,0,0,0,4,0,0,2,0,2,0,4,0,0,0,0.0,0.0,0.0,0.0
859,o_4keJhXTEFEN,久保博文,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
860,o_8EVnlXTE1ke,尾上寿夫,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
861,o_0keFFTTEFkM,塩田清,0,0,0,8,0,0,1,0,7,0,3,0,3,0,0.0,0.0,0.0,0.0
862,o_4EVrVzTEF0d,高木競走馬育成牧場,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
863,o_4kejNTTEFEM,山本弥恵子,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
864,o_0kajBTTEFEN,佐藤壽男,0,0,0,8,0,0,1,0,7,0,3,0,5,0,0.0,0.0,0.0,0.0
865,o_0keNRTTE10d,木村直樹,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
866,o_4EVjNTTE1ke,上村利幸,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0
867,o_0kaZpXTEFkM,北村和江,0,0,0,4,0,0,1,0,3,0,2,0,2,0,0.0,0.0,0.0,0.0
868,o_0EVRhXTE10d,戸山昌彦,0,0,0,8,0,0,0,0,8,0,1,0,7,0,0.0,0.0,0.0,0.0
869,o_4kenh3TEF0d,リーヴァ,0,0,0,3,0,0,1,0,2,0,3,0,0,0,0.0,0.0,0.0,0.0
870,o_4keZJTTEF0M,的場徹,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
871,o_8EVVd3TEF0d,谷口牧場,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
872,o_0kenVTTEFUM,山口多賀司,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
873,o_0keRd3TEF0d,ジェネラルレーシング,0,0,0,5,0,0,0,0,5,0,2,0,3,0,0.0,0.0,0.0,0.0
874,o_4kaJNTTEFUN,飯田政子,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
875,o_8ERVhXTEFEM,中澤隆,0,0,0,3,0,0,2,0,1,0,3,0,0,0,0.0,0.0,0.0,0.0
876,o_0karFTTEF0M,斎藤光政,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
877,o_0keJBTTE10d,大和屋暁,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
878,o_0ERFNTTE10d,植木茂年,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0
879,o_0ERrRjT6F0d,トール＆ワイド,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
880,o_0EVVFTTEFkM,円城幸男,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
881,o_4ERnhXTEFUe,大浅貢,0,0,0,7,0,0,1,0,6,0,0,0,7,0,0.0,0.0,0.0,0.0
882,o_4kenhXTE1ke,杉浦敏夫,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
883,o_4kanJTTE1ke,長谷川一雄,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
884,o_4keNVTTEFUN,栗嶋豊明,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
885,o_0ERNpXTEFUN,鹿倉勝爾,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,0.0
886,o_8EVNpXTEFkM,中村孝,0,0,0,7,0,0,1,0,6,0,3,0,4,0,0.0,0.0,0.0,0.0
887,o_8ERjlXTEFkM,松尾正,0,0,0,9,0,0,0,0,9,0,0,0,9,0,0.0,0.0,0.0,0.0
888,o_0EVRdXTE10d,林啓二,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
889,o_4kaBJTTEFkM,今朝光,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
890,o_0ERZpnT6F0d,池袋レーシング,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
891,o_4kenpXTE1ke,原村正紀,0,0,0,6,0,0,0,0,6,0,3,0,3,0,0.0,0.0,0.0,0.0
892,o_4EVnNzTEF0d,まの,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
893,o_4kejhXTEFkM,藤井謙,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
894,o_0kaFRTTEFEN,上茶谷一,0,0,0,4,0,0,3,0,1,0,0,0,4,0,0.0,0.0,0.0,0.0
895,o_4ERZlXTE10d,山本正美,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
896,o_8ERRd3TEF0d,Ｈ．Ｉコーポレーション,0,0,0,7,0,0,0,0,7,0,3,0,4,0,0.0,0.0,0.0,0.0
897,o_0kaBRTTEFkM,新井原博,0,0,0,7,0,0,0,0,7,0,2,0,5,0,0.0,0.0,0.0,0.0
898,o_0keBlXTE1ke,柳原達也,0,0,0,5,0,0,3,0,2,0,2,0,3,0,0.0,0.0,0.0,0.0
899,o_4keBpXTE10d,工藤圭司,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
900,o_0kaZJTTE1ke,西村健,0,0,0,4,0,0,0,0,4,0,1,0,3,0,0.0,0.0,0.0,0.0
901,o_4karpXTEFEM,小山田兼敏,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
902,o_4ERjBTTEFUe,小田切統二,0,0,0,5,0,0,3,0,2,0,3,0,0,0,0.0,0.0,0.0,0.0
903,o_4karVTTE1ke,細川勝也,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
904,o_0ERrJTTEF0M,大西定,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
905,o_8ERVpXTE10d,小原準一郎,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
906,o_0ERnFzTEFke,ホースケア,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
907,o_4EVJVTTEFUe,笹部義則,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
908,o_0keFRTTEF0M,吉永清美,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
909,o_8ERZNTTEFUe,村上幸三,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0
910,o_4EVJBTTE1ke,福澤真吾,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
911,o_4ERndXTE1ke,鶴見芳子,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
912,o_8EVRJTTE10d,大久保和夫,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
913,o_0ERVJzTEFke,岩切企画,0,0,0,3,0,0,1,0,2,0,1,0,2,0,0.0,0.0,0.0,0.0
914,o_0ERRdnT6F0d,ＩＨＲ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
915,o_4keRhXTEFEe,田中ふさ枝,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
916,o_0kaBhXTE1ke,永見貴昭,0,0,0,4,0,0,0,0,4,0,3,0,1,0,0.0,0.0,0.0,0.0
917,o_4kajl3TEF0d,グッドラック・ファーム,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0.0,0.0,0.0,0.0
918,o_8EVJhXTE1ke,松浦快之,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
919,o_8EVVlXTEFUN,桜井欣吾,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
920,o_4kaBdXTE1ke,小林祐一,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
921,o_0EVNJTTEF0M,平川浩之,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
922,o_8EVZJTTE10d,高橋大,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
923,o_0ERnp3TEFke,ウエストヒルズ,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
924,o_0EVnNTTE1ke,西村静子,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
925,o_4keBlXTEFkM,成田隆好,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
926,o_0ERZJjT6F0d,サン,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0
927,o_8EVjFTTEFUe,加藤興一,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
928,o_8EVNpXTE1ke,小林由明,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
929,o_0ERNBTTEFUN,森田藤治,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
930,o_0ERVRTTE1Ee,小野美子,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0
931,o_0keZdXTEFUN,桜井忠隆,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,0.0
932,o_0kaBRTTE1ke,中西桂子,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
933,o_8ERrpXTE10d,志村幸彦,0,0,0,6,0,0,0,0,6,0,1,0,5,0,0.0,0.0,0.0,0.0
934,o_8EVNJTTE1ke,高原将浩,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
935,o_0kaFBTTEFUe,保谷フミ子,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
936,o_4keVBTTEFUM,時田勝弘,0,0,0,3,0,0,1,0,2,0,1,0,2,0,0.0,0.0,0.0,0.0
937,o_4kaJpXTE1ke,柳田英子,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
938,o_4ERZBTTEFUN,大橋堯,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0
939,o_4ERnVTTEF0M,豊田智郎,0,0,0,7,2,0,2,0,3,0,2,0,5,0,0.0,0.0,0.0,0.0
940,o_0EVFRTTEF0M,竹本いずみ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
941,o_4EVrVzTEF0d,高木競走馬育成牧場,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
942,o_0EVnlXTE1ke,前田剛,0,0,0,5,0,0,1,0,4,0,5,0,0,0,0.0,0.0,0.0,0.0
943,o_8ERrdXTEF0M,長井純一,0,0,0,5,0,0,0,0,5,0,3,0,2,0,0.0,0.0,0.0,0.0
944,o_0ERVVTTE1Ee,蓑島竜一,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
945,o_4EVnRTTEFEN,森山進,0,0,0,5,0,0,3,0,2,0,5,0,0,0,0.0,0.0,0.0,0.0
946,o_4EVVFTTE1ke,小林哲之,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
947,o_4EVRhXTEFEN,橋場勇二,0,0,0,7,0,0,1,0,6,0,2,0,5,0,0.0,0.0,0.0,0.0
948,o_4keZJTTEF0M,的場徹,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
949,o_8EVrhXTE1ke,渡邉顕三,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
950,o_4EVJVTTEFUe,笹部義則,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
951,o_4kenVTTE1ke,松尾勝裕,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
952,o_8ERZNTTEFUe,村上幸三,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0.0,0.0,0.0,0.0
953,o_4EVNFTTEFkM,岡村善行,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
954,o_0ERrBTTE1Ee,冨田藤男,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0
955,o_4karRTTE1ke,森和久,0,0,0,4,0,0,3,0,1,0,0,0,4,0,0.0,0.0,0.0,0.0
956,o_4ERZBTTE1ke,石川貴久,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
957,o_4karpXTEFEM,小山田兼敏,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
958,o_4ERZBTTEFEN,大野富生,0,0,0,5,1,0,0,0,4,0,2,0,3,0,0.0,0.0,0.0,0.0
959,o_0ERrJTTEF0M,大西定,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
960,o_0kejdXTE1ke,長谷川守正,0,0,0,12,0,0,1,0,11,0,6,0,6,0,0.0,0.0,0.0,0.0
961,o_0EVVpXTE1ke,井手慶祐,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
962,o_8ERFBTTE1ke,井上勇人,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
963,o_8EVVlXTEFUN,桜井欣吾,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
964,o_0EVNJTTEF0M,平川浩之,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
965,o_4kanhXTEFkM,早川経一,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0
966,o_4EVJRTTE10d,佐藤勝士,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
967,o_0ERRdnT6F0d,ＩＨＲ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
968,o_4keRhXTEFEe,田中ふさ枝,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
969,o_8EVjJTTE10d,八木一雄,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
970,o_4kajl3TEF0d,グッドラック・ファーム,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0.0,0.0,0.0,0.0
971,o_8EVNlXTEFEN,柴田洋一,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
972,o_4keBlXTEFkM,成田隆好,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
973,o_8EVjFTTEFUe,加藤興一,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
974,o_0ERNBTTEFUN,森田藤治,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0
975,o_4ERRRTTEFUN,矢野秀春,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0.0,0.0,0.0,0.0
976,o_4EVFpXTE1ke,小関勝紀,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
977,o_4kaZpXTE1ke,西村隆平,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
978,o_0kenFzTEF0d,ゴールドレーシング,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0.0,0.0,0.0,0.0
979,o_4EVRpXTE1ke,薪浦州平,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
980,o_0karhXTEFkM,野口弘司,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
981,o_0ERFRTTE10d,野崎昭夫,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
982,o_0EVRpXTE10d,長谷川彰,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
983,o_0kaFBTTEFUe,保谷フミ子,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
984,o_4keVBTTEFUM,時田勝弘,0,0,0,3,0,0,1,0,2,0,1,0,2,0,0.0,0.0,0.0,0.0
985,o_4ERrlXTE1ke,吉見典子,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
986,o_4kaVpXTE1ke,神田アヤ子,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
987,o_4kajNTTE1ke,晴間芳次,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0
988,o_4ERNdXTEFUe,塩川和則,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
989,o_0ERnBzTEFke,新生ファーム,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0
990,o_0kejhXTEFUN,高橋文男,0,0,0,6,0,0,0,0,6,0,1,0,5,0,0.0,0.0,0.0,0.0
991,o_8ERrNTTE10d,泉一郎,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
992,o_0ERFhXTE1ke,川島与市,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
993,o_4EVZpXTE10d,村上卓史,0,0,0,3,0,0,0,0,3,0,1,0,2,0,0.0,0.0,0.0,0.0
994,o_0EVFRTTEF0M,竹本いずみ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
995,o_0kaVpXTE1ke,藤本彰,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
996,o_4EVrVzTEF0d,高木競走馬育成牧場,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0.0,0.0,0.0,0.0
997,o_4ERVNTTEFEM,鈴木可一,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
998,o_8ERrdXTEF0M,長井純一,0,0,0,5,0,0,0,0,5,0,3,0,2,0,0.0,0.0,0.0,0.0
999,o_4EVjhXTE1ke,阿部善武,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0.0,0.0,0.0,0.0
1000,o_4kaNVzTEF0d,広富牧場,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
1001,o_8EVjVTTEF0M,馬目卓,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1002,o_0ERBJzTEFke,小山田満,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0.0,0.0,0.0,0.0
1003,o_8EVVFTTE1ke,鈴木剛史,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0
1004,o_4EVrRTTEFUe,日向均,0,0,0,4,0,0,1,0,3,0,1,0,3,0,0.0,0.0,0.0,0.0
1005,o_0ERnVTTE10d,荒木誠,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0.0,0.0,0.0,0.0
1006,o_0ERFlXTE1Ee,武仲勝,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0
1007,o_8ERrdXTEFUe,小林章,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
1008,o_8ERBJTTEFUe,猪野毛雅人,0,0,0,8,0,0,1,0,7,0,1,0,4,0,0.0,0.0,0.0,0.0
1009,o_4keRd3TEF0d,浜本牧場,0,0,0,4,0,0,0,0,4,0,1,0,3,0,0.0,0.0,0.0,0.0
1010,o_0EVNRTTE10d,稲川一,0,0,0,3,0,0,1,0,2,0,0,0,3,0,0.0,0.0,0.0,0.0
1011,o_8EVNpXTEFEN,小林弘明,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
1012,o_4ERjFTTE1ke,岡田昭利,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
1013,o_0ERFRzTEFke,トップフェロウ,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0.0,0.0,0.0,0.0
1014,o_4keFpXTEFUM,田島榮二郎,0,0,0,10,0,0,1,0,9,0,6,0,4,0,0.0,0.0,0.0,0.0
1015,o_0ERBBTTEl1d,Ｈ．Ｈ．シェイク・ハムダン,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0
1016,o_4ERnVTTEFUe,小沼博,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
1017,o_4keZFTTEF0M,松岡正二,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0.0,0.0,0.0,0.0
1018,o_4ERZBTTEFEN,大野富生,0,0,0,5,1,0,0,0,4,0,2,0,3,0,0.0,0.0,0.0,0.0
1019,o_0kejdXTE1ke,長谷川守正,0,0,0,12,0,0,1,0,11,0,6,0,6,0,0.0,0.0,0.0,0.0
1020,o_4ERJdXTEFkM,陣内孝則,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0
1021,o_0ERJhXTEF0M,下河邉美智子,0,0,0,4,0,0,2,0,2,0,4,0,0,0,0.0,0.0,0.0,0.0
